pair,source,side,claim_index,name,type,name_prompt_index,type_prompt_index
pair_60565fc7,number_theory,h,1,h',(f_4530 (n + 2) : ℤ) = 2 ^ (n + 2) + (-1) ^ (n + 2),1648,1649
pair_60565fc7,number_theory,a,0,h1,(f_4530 (n + 2) : ℤ) = 2 ^ (n + 2) + (-1) ^ (n + 2),1650,1651
pair_60565fc7,number_theory,a,1,h2,(f_4530 (n + 1) : ℤ) = 2 ^ (n + 1) + (-1) ^ (n + 1),1652,1653
pair_60775333,amc_aime,h,0,f1_inj,Function.Injective f1,1654,1655
pair_60775333,amc_aime,h,1,f1_image,"f1 '' {r : ℚ | 0 < r ∧ r < 1 ∧ r.num + r.den = 1000} = {(x, y) : ℤ × ℕ | 0 < x ∧ x < y ∧ x + y = 1000 ∧ Nat.Coprime (Int.natAbs x) y}",1656,1657
pair_60775333,amc_aime,h,2,f2_inj,Function.Injective f2,1658,1659
pair_60775333,amc_aime,h,3,f2_image,"f2 '' ↑{x ∈ Finset.Ioo 0 500 | Nat.Coprime x 1000} = {(x, y) : ℤ × ℕ | 0 < x ∧ x < y ∧ x + y = 1000 ∧ Nat.Coprime (Int.natAbs x) y}",1660,1661
pair_60775333,amc_aime,h,4,reflect_range,{x ∈ Finset.Ioo 0 500 | Nat.Coprime x 1000}.card = {x ∈ Finset.Ioo 500 1000 | Nat.Coprime x 1000}.card,1662,1663
pair_60775333,amc_aime,h,5,f_inj,Set.InjOn f {x ∈ Finset.Ioo 0 500 | Nat.Coprime x 1000},1664,1665
pair_60775333,amc_aime,h,6,f_image,f '' {x ∈ Finset.Ioo 0 500 | Nat.Coprime x 1000} = {x ∈ Finset.Ioo 500 1000 | Nat.Coprime x 1000},1666,1667
pair_60775333,amc_aime,h,7,eq,{x ∈ Finset.range 1000 | Nat.Coprime x 1000}.card = {x ∈ Finset.Ioo 0 500 | Nat.Coprime x 1000}.card * 2,1668,1669
pair_60775333,amc_aime,a,0,f1_inj,Function.Injective f1,1670,1671
pair_60775333,amc_aime,a,1,f1_image,"f1 '' {r : ℚ | 0 < r ∧ r < 1 ∧ r.num + r.den = 1000} = {(x, y) : ℤ × ℕ | 0 < x ∧ x < y ∧ x + y = 1000 ∧ Nat.Coprime (Int.natAbs x) y}",1672,1673
pair_60775333,amc_aime,a,2,f2_inj,Function.Injective f2,1674,1675
pair_60775333,amc_aime,a,3,f2_image,"f2 '' ↑{x ∈ Finset.Ioo 0 500 | Nat.Coprime x 1000} = {(x, y) : ℤ × ℕ | 0 < x ∧ x < y ∧ x + y = 1000 ∧ Nat.Coprime (Int.natAbs x) y}",1676,1677
pair_6192e886,olympiads,h,0,lem,"∀n:ℕ, a (2*n) % 10 = 7 ∧ a (2*n+1) % 10 = 3",1678,1679
pair_6192e886,olympiads,h,1,h1,a (2 * (n + 1)) % 10 = 7,1680,1681
pair_6192e886,olympiads,h,2,h2,a (2*(n+1)+1) % 10 = 3,1682,1683
pair_6192e886,olympiads,a,0,ha1,"∀ (n : ℕ), (a (2 * n)) % 10 = 7",1684,1685
pair_6192e886,olympiads,a,1,h1,a (2 * (n + 1)) = a (2 * n + 2),1686,1687
pair_6192e886,olympiads,a,2,eq1,a (2 * n + 2) = (a (2 * n + 1)) ^ 7,1688,1689
pair_6192e886,olympiads,a,3,eq2,a (2 * n + 1) = (a (2 * n)) ^ 7,1690,1691
pair_6192e886,olympiads,a,4,h2,(a (2 * n)) % 10 = 7,1692,1693
pair_6192e886,olympiads,a,5,h3,((a (2 * n) ) ^ 7 ) ^ 7 % 10 = 7,1694,1695
pair_6192e886,olympiads,a,6,h1000,(a 1000) % 10 = 7,1696,1697
pair_6192e886,olympiads,a,7,h2000,(a (2 * 500)) % 10 = 7,1698,1699
pair_61c6d911,math_train,h,0,h,"∑ i ∈ Finset.range m, (n + i) = m * n + m * (m - 1) / 2",1700,1701
pair_61c6d911,math_train,h,1,h1,m * (m - 1) + m * 2 = m + m ^ 2,1702,1703
pair_61c6d911,math_train,h,2,ha,28 * (28 - 1) ≤ a * (a - 1),1704,1705
pair_61c6d911,math_train,a,0,h1,m ≥ 28,1706,1707
pair_61c6d911,math_train,a,1,h2,"∑ i in Finset.range m, (n + i) > 400",1708,1709
pair_61c6d911,math_train,a,2,h3,m ≥ 28,1710,1711
pair_61c6d911,math_train,a,3,h4,"∑ i in Finset.range 28, (n + i) > 400",1712,1713
pair_61c6d911,math_train,a,4,h5,"∑ i in Finset.range m, (n + i) ≥ ∑ i in Finset.range 28, (n + i)",1714,1715
pair_622d6e5c,math_train,h,0,c1,10 * a n ≤ a (n + 1),1716,1717
pair_622d6e5c,math_train,h,1,aux,a (n + 1) - 10 * a n = 1,1718,1719
pair_622d6e5c,math_train,a,0,h1,Nat.gcd (a n) (a (n + 1)) = 1,1720,1721
pair_622d6e5c,math_train,a,1,h2,"∀ n : ℕ, (10 ^ (n + 1) - 1) / 9 = 10 * ((10 ^ n - 1) / 9) + 1",1722,1723
pair_622d6e5c,math_train,a,2,h2n,(10 ^ (n + 1) - 1) / 9 = 10 * ((10 ^ n - 1) / 9) + 1,1724,1725
pair_63189cbe,olympiads,h,0,k_cases,k = 1 ∨ k = 2,1726,1727
pair_63189cbe,olympiads,h,1,with_s,p' + q' + r' = 6 * s - (p + q + r),1728,1729
pair_63189cbe,olympiads,h,2,cancel_s,6 * s - (p + q + r) = (p + q + r),1730,1731
pair_63189cbe,olympiads,h,3,expand_prime,p' ^ 2 + q' ^ 2 + r' ^ 2 = 3 * 4 * s ^ 2 - 4 * s * (p + q + r) + p ^ 2 + q ^ 2 + r ^ 2,1732,1733
pair_63189cbe,olympiads,h,4,eq_zero,3 * 4 * s ^ 2 - 4 * s * (p + q + r) = 0,1734,1735
pair_63189cbe,olympiads,a,0,hk_eq_1,k = 1 ∨ k = 2,1736,1737
pair_63189cbe,olympiads,a,1,eq1,p + q + r = p' + q' + r',1738,1739
pair_63189cbe,olympiads,a,2,eq2,p ^ 2 + q ^ 2 + r ^ 2 = p' ^ 2 + q' ^ 2 + r' ^ 2,1740,1741
pair_6369b437,math_test,h,0,h1,a = 59,1742,1743
pair_6369b437,math_test,h,1,h2,b = 19,1744,1745
pair_6369b437,math_test,h,2,h3,a*b = 1121,1746,1747
pair_6369b437,math_test,h,3,h4,"Nat.digits 3 1121 = [2,1,1,2,1,1,1]",1748,1749
pair_6369b437,math_test,a,0,ha1,a = 59,1750,1751
pair_6369b437,math_test,a,1,hb1,b = 19,1752,1753
pair_63bff39e,olympiads,h,0,h1,(x - 1) * (y - 1) = 1,1754,1755
pair_63bff39e,olympiads,h,1,h2,(987654321 : ℝ) - 1 = 987654320,1756,1757
pair_63bff39e,olympiads,h,2,hy,y = 1 + 1 / 987654320,1758,1759
pair_63bff39e,olympiads,a,0,h1,(987654321 : ℝ) + y = (987654321 : ℝ) * y,1760,1761
pair_63bff39e,olympiads,a,1,h2,y = (987654321 : ℝ) / (987654320 : ℝ),1762,1763
pair_63bff39e,olympiads,a,2,h3,(987654321 : ℝ) + y = (987654321 : ℝ) * y,1764,1765
pair_63bff39e,olympiads,a,3,h4,(987654321 - (1 : ℝ)) * y = 987654321,1766,1767
pair_63bff39e,olympiads,a,4,hx1,(987654321 - (1 : ℝ)) ≠ 0,1768,1769
pair_63bff39e,olympiads,a,5,h5,y = (987654321 : ℝ) / (987654321 - (1 : ℝ)),1770,1771
pair_63bff39e,olympiads,a,6,hx2,(987654321 - (1 : ℝ)) = (987654320 : ℝ),1772,1773
pair_665c7b43,secondary_math,h,0,h0,"∀ y≥ 1, f (y) = y^2 + 3 * y - 7",1774,1775
pair_665c7b43,secondary_math,h,1,hy',y - 1 ≥ 0,1776,1777
pair_665c7b43,secondary_math,h,2,ha,y=a^2 + 1,1778,1779
pair_665c7b43,secondary_math,h,3,h1,f (-1 + x ^ 2) = (-1 + x ^ 2) ^ 2 + 3 * (-1 + x ^ 2) - 7,1780,1781
pair_665c7b43,secondary_math,a,0,h1,x^2 ≥ 2,1782,1783
pair_665c7b43,secondary_math,a,1,h6,(Real.sqrt (x^2 - 2))^2 = x^2 - 2,1784,1785
pair_665c7b43,secondary_math,a,2,h7,(Real.sqrt (x^2 - 2))^4 = (x^2 - 2)^2,1786,1787
pair_665c7b43,secondary_math,a,3,h4,(1 + (Real.sqrt (x^2 - 2))^2 ) = -1 + x^2,1788,1789
pair_665c7b43,secondary_math,a,4,h3,f (1 + (Real.sqrt (x^2 - 2))^2 ) = - 3 + (Real.sqrt (x^2 - 2))^2 * 5 + (Real.sqrt (x^2 - 2))^4,1790,1791
pair_665c7b43,secondary_math,a,5,h5,f (-1 + x^2 ) = - 3 + (Real.sqrt (x^2 - 2))^2 * 5 + (Real.sqrt (x^2 - 2))^4,1792,1793
pair_66fa86a6,cn_contest,h,0,h2,Real.sqrt (3 * (a * b + b * c + c * a)) ≤ a + b + c,1794,1795
pair_66fa86a6,cn_contest,h,1,h3,3 * (a * b + b * c + c * a) ≤ (a + b + c) ^ 2,1796,1797
pair_66fa86a6,cn_contest,h,2,h4,Real.sqrt (3 * (a * b + b * c + c * a)) ≤ Real.sqrt ((a + b + c) ^ 2),1798,1799
pair_66fa86a6,cn_contest,a,0,h1,0 < a * b,1800,1801
pair_66fa86a6,cn_contest,a,1,h2,0 < b * c,1802,1803
pair_66fa86a6,cn_contest,a,2,h3,0 < c * a,1804,1805
pair_66fa86a6,cn_contest,a,3,h4,0 < 3 * (a * b + b * c + c * a),1806,1807
pair_66fa86a6,cn_contest,a,4,h5,0 < Real.sqrt (3 * (a * b + b * c + c * a)),1808,1809
pair_66fa86a6,cn_contest,a,5,h6,(Real.sqrt (3 * (a * b + b * c + c * a)))^2 = 3 * (a * b + b * c + c * a),1810,1811
pair_677749e1,math_train,h,0,h1,"{x : ℝ | |x - 7| - 3 = -2} = {6, 8}",1812,1813
pair_677749e1,math_train,h,1,h2,|x - 7| = 1,1814,1815
pair_677749e1,math_train,a,0,h1,"{x : ℝ | |x - 7| - 3 = -2} = {6, 8}",1816,1817
pair_677749e1,math_train,a,1,h2,|x - 7| = 1,1818,1819
pair_68279f62,math_train,h,0,ha2,a = b - d,1820,1821
pair_68279f62,math_train,h,1,hc2,c = b + d,1822,1823
pair_68279f62,math_train,h,2,h4,(b - d) * b * (b + d) = 64,1824,1825
pair_68279f62,math_train,a,0,h2',a = b - d,1826,1827
pair_68279f62,math_train,a,1,h3',c = b + d,1828,1829
pair_68ecc999,olympiads_ref,h,0,ld,d = 0,1830,1831
pair_68ecc999,olympiads_ref,h,1,ha,a = 0 ∨ a = 2,1832,1833
pair_68ecc999,olympiads_ref,h,2,v,9 * b = 16 * e,1834,1835
pair_68ecc999,olympiads_ref,h,3,u,16 ∣ 9 * b,1836,1837
pair_68ecc999,olympiads_ref,h,4,ob,b = 0,1838,1839
pair_68ecc999,olympiads_ref,h,5,ok,0 ≤ k,1840,1841
pair_68ecc999,olympiads_ref,h,6,k1,k ≠ 0,1842,1843
pair_68ecc999,olympiads_ref,a,0,h3',n < 153,1844,1845
pair_68ecc999,olympiads_ref,a,1,h4,100 * a + 10 * b + c < 153,1846,1847
pair_68ecc999,olympiads_ref,a,2,ha0',a ≤ 9,1848,1849
pair_68ecc999,olympiads_ref,a,3,hb0',b ≤ 9,1850,1851
pair_68ecc999,olympiads_ref,a,4,hc0',c ≤ 9,1852,1853
pair_68ecc999,olympiads_ref,a,5,ha0_pos,0 ≤ a,1854,1855
pair_68ecc999,olympiads_ref,a,6,hb0_pos,0 ≤ b,1856,1857
pair_68ecc999,olympiads_ref,a,7,hc0_pos,0 ≤ c,1858,1859
pair_68f8a65f,math_train,h,0,h1,a = 24,1860,1861
pair_68f8a65f,math_train,h,1,h2,b = 7,1862,1863
pair_68f8a65f,math_train,h,2,h3,c = 2,1864,1865
pair_68f8a65f,math_train,h,3,h4,a * b / c = 4 * (1 + 4 * (1 + 4 * 1)),1866,1867
pair_68f8a65f,math_train,h,4,h5,"Nat.ofDigits 4 [0,1,1,1] = 4 * (1 + 4 * (1 + 4 * 1))",1868,1869
pair_68f8a65f,math_train,a,0,ha2,a = 24,1870,1871
pair_68f8a65f,math_train,a,1,hb2,b = 7,1872,1873
pair_68f8a65f,math_train,a,2,hc2,c = 2,1874,1875
pair_690944da,math_test,h,0,mid1,(6 - x) / x = 6 / x - 1,1876,1877
pair_690944da,math_test,h,1,mid2,(6 - y) / y = 6 / y - 1,1878,1879
pair_690944da,math_test,h,2,mid3,(6 - z) / z = 6 / z - 1,1880,1881
pair_690944da,math_test,a,0,h2,x + y = 6 - z,1882,1883
pair_690944da,math_test,a,1,h3,y + z = 6 - x,1884,1885
pair_690944da,math_test,a,2,h4,x + z = 6 - y,1886,1887
pair_690944da,math_test,a,3,h5,(x + y) / z = (6 / z) - 1,1888,1889
pair_690944da,math_test,a,4,h6,(y + z) / x = (6 / x) - 1,1890,1891
pair_690944da,math_test,a,5,h7,(x + z) / y = (6 / y) - 1,1892,1893
pair_6a6d5739,cn_contest,h,0,h1,1 - a > 0,1894,1895
pair_6a6d5739,cn_contest,h,1,h2,1 - b > 0,1896,1897
pair_6a6d5739,cn_contest,h,2,h3,1 - c > 0,1898,1899
pair_6a6d5739,cn_contest,h,3,h4,3 - (a + b + c) > 0,1900,1901
pair_6a6d5739,cn_contest,h,4,h5,a / (1 - a) + b / (1 - b) + c / (1 - c) - 3 * (a + b + c) / (3 - (a + b + c)) ≥ 0,1902,1903
pair_6a6d5739,cn_contest,a,0,h1,0 < 1 - a,1904,1905
pair_6a6d5739,cn_contest,a,1,h2,0 < 1 - b,1906,1907
pair_6a6d5739,cn_contest,a,2,h3,0 < 1 - c,1908,1909
pair_6a6d5739,cn_contest,a,3,h4,0 < 3 - (a + b + c),1910,1911
pair_6a6d5739,cn_contest,a,4,h5,a / (1 - a) + b / (1 - b) + c / (1 - c) - 3 * (a + b + c) / (3 - (a + b + c)) ≥ 0,1912,1913
pair_6a6d5739,cn_contest,a,5,h6,0 < (1 - a) * (1 - b) * (1 - c) * (3 - (a + b + c)),1914,1915
pair_6a6d5739,cn_contest,a,6,h7,a / (1 - a) + b / (1 - b) + c / (1 - c) - 3 * (a + b + c) / (3 - (a + b + c)) = (a * (1 - b) * (1 - c) * (3 - (a + b + c)) + b * (1 - a) * (1 - c) * (3 - (a + b + c)) + c * (1 - a) * (1 - b) * (3 - (a + b + c)) - 3 * (a + b + c) * (1 - a) * (1 - b) * (1 - c)) / ((1 - a) * (1 - b) * (1 - c) * (3 - (a + b + c))),1916,1917
pair_6a7e9054,cn_contest,h,0,eq1,a * 1 ^ 2 + b * 1 + c = 11,1918,1919
pair_6a7e9054,cn_contest,h,1,eq2,a * 2 ^ 2 + b * 2 + c = 13,1920,1921
pair_6a7e9054,cn_contest,h,2,eq3,a * 3 ^ 2 + b * 3 + c = 17,1922,1923
pair_6a7e9054,cn_contest,h,3,eq4,a * 4 ^ 2 + b * 4 + c = 23,1924,1925
pair_6a7e9054,cn_contest,a,0,eq1,a * 1 ^ 2 + b * 1 + c = 11,1926,1927
pair_6a7e9054,cn_contest,a,1,eq2,a * 2 ^ 2 + b * 2 + c = 13,1928,1929
pair_6a7e9054,cn_contest,a,2,eq3,a * 3 ^ 2 + b * 3 + c = 17,1930,1931
pair_6a7e9054,cn_contest,a,3,eq4,F 4 = a * 4 ^ 2 + b * 4 + c,1932,1933
pair_6a7e9054,cn_contest,a,4,ha1,a = 1,1934,1935
pair_6a7e9054,cn_contest,a,5,hb,b = -1,1936,1937
pair_6a7e9054,cn_contest,a,6,hc,c = 11,1938,1939
pair_6af41891,olympiads,h,0,h1,(1 + b) ≠ 0,1940,1941
pair_6af41891,olympiads,h,1,h2,(1 + a) ≠ 0,1942,1943
pair_6af41891,olympiads,h,2,h3,a^2 + b^2 = 1 + a * b,1944,1945
pair_6af41891,olympiads,h,3,h4,a^2 - a * b + b^2 = 1,1946,1947
pair_6af41891,olympiads,h,4,h5,a^3 + b^3 = (a + b) * (a^2 - a * b + b^2),1948,1949
pair_6af41891,olympiads,a,0,h1,a * (1 + a) + b * (1 + b) = (1 + a) * (1 + b),1950,1951
pair_6af41891,olympiads,a,1,denom_ne_zero,(1 + b) ≠ 0,1952,1953
pair_6af41891,olympiads,a,2,denom2_ne_zero,(1 + a) ≠ 0,1954,1955
pair_6af41891,olympiads,a,3,h2,a^2 - a * b + b^2 = 1,1956,1957
pair_6af41891,olympiads,a,4,h3,a^3 + b^3 = (a + b) * (a^2 - a * b + b^2),1958,1959
pair_6bd2438d,olympiads,h,0,h1,(p + q + r) = 6 ∨ (p + q + r) = 7,1960,1961
pair_6bd2438d,olympiads,h,1,h2,(p + q + r) ^ 2 - 13 * (p + q + r) + 42 = 0,1962,1963
pair_6bd2438d,olympiads,h,2,h3,(p + q + r - 6) * (p + q + r - 7) = 0,1964,1965
pair_6bd2438d,olympiads,a,0,h1,q = p * (4 - p),1966,1967
pair_6bd2438d,olympiads,a,1,h2,r = q * (4 - q),1968,1969
pair_6bd2438d,olympiads,a,2,h3,p = r * (4 - r),1970,1971
pair_6bd2438d,olympiads,a,3,h4,(p + q + r - 6) * (p + q + r - 7) = 0,1972,1973
pair_6e6563f4,olympiads,h,0,aux,2 * (a * b + 1) ≥ (1 + a) * (1 + b),1974,1975
pair_6e6563f4,olympiads,h,1,gen,"2^(n-1) * ((∏ i, a i) + 1) ≥ ∏ i, (a i + 1)",1976,1977
pair_6e6563f4,olympiads,a,0,ha0,1 < a 0,1978,1979
pair_6e6563f4,olympiads,a,1,ha1,1 < a 1,1980,1981
pair_6e6563f4,olympiads,a,2,ha2,1 < a 2,1982,1983
pair_6e6563f4,olympiads,a,3,ha3,1 < a 3,1984,1985
pair_6e6563f4,olympiads,a,4,h1,0 < a 0 - 1,1986,1987
pair_6e6563f4,olympiads,a,5,h2,0 < a 1 - 1,1988,1989
pair_6e6563f4,olympiads,a,6,h3,0 < a 2 - 1,1990,1991
pair_6e6563f4,olympiads,a,7,h4,0 < a 3 - 1,1992,1993
pair_6e9e1ef1,secondary_math,h,0,h4,0 < (z + x) * (x + y) * (y + z),1994,1995
pair_6e9e1ef1,secondary_math,h,1,h,(y ^ 2 - x ^ 2) / (z + x) + (z ^ 2 - y ^ 2) / (x + y) + (x ^ 2 - z ^ 2) / (y + z) = (1 / 2) * ((x^2 - y^2) ^ 2 + (y^2 - z^2) ^ 2 + (z^2 - x^2) ^ 2) / ((z + x) * (x + y) * (y + z)),1996,1997
pair_6e9e1ef1,secondary_math,h,2,h1,(z + x) ≠ 0,1998,1999
pair_6e9e1ef1,secondary_math,h,3,h2,(x + y) ≠ 0,2000,2001
pair_6e9e1ef1,secondary_math,h,4,h3,(y + z) ≠ 0,2002,2003
pair_6e9e1ef1,secondary_math,a,0,h1,0 < z + x,2004,2005
pair_6e9e1ef1,secondary_math,a,1,h2,0 < x + y,2006,2007
pair_6e9e1ef1,secondary_math,a,2,h3,0 < y + z,2008,2009
pair_6e9e1ef1,secondary_math,a,3,h4,0 < (z + x) * (x + y) * (y + z),2010,2011
pair_6e9e1ef1,secondary_math,a,4,h5,(y ^ 2 - x ^ 2) / (z + x) + (z ^ 2 - y ^ 2) / (x + y) + (x ^ 2 - z ^ 2) / (y + z) ≥ 0,2012,2013
pair_6e9e1ef1,secondary_math,a,5,pos1,0 < (z + x) * (x + y) * (y + z),2014,2015
pair_6e9e1ef1,secondary_math,a,6,h6,(y ^ 2 - x ^ 2) / (z + x) + (z ^ 2 - y ^ 2) / (x + y) + (x ^ 2 - z ^ 2) / (y + z) = ( (y ^ 2 - x ^ 2) * (x + y) * (y + z) + (z ^ 2 - y ^ 2) * (z + x) * (y + z) + (x ^ 2 - z ^ 2) * (z + x) * (x + y) ) / ((z + x) * (x + y) * (y + z)),2016,2017
pair_72782f96,olympiads_ref,h,0,aux_ineq,2 * x * y - (x + y) ≥ 0,2018,2019
pair_72782f96,olympiads_ref,h,1,equiv_ineq,((2 * a * b - (a + b)) * (a * b - 1)) / (2 * a * b) + ((2 * b * c - (b + c)) * (b * c - 1)) / (2 * b * c) + ((2 * c * a - (c + a)) * (c * a - 1)) / (2 * c * a) ≥ 0,2020,2021
pair_72782f96,olympiads_ref,a,0,h1,0 < a,2022,2023
pair_72782f96,olympiads_ref,a,1,h2,0 < b,2024,2025
pair_72782f96,olympiads_ref,a,2,h3,0 < c,2026,2027
pair_72782f96,olympiads_ref,a,3,h4,a * b * c > 0,2028,2029
pair_72782f96,olympiads_ref,a,4,h5,(1 + a * b * c) * (1 / a + 1 / b + 1 / c) - (3 + a + b + c) ≥ 0,2030,2031
pair_72782f96,olympiads_ref,a,5,h6,(1 + a * b * c) * (1 / a + 1 / b + 1 / c) - (3 + a + b + c) = ( (1 + a * b * c) * (b * c + a * c + a * b) - (3 + a + b + c) * (a * b * c) ) / (a * b * c),2032,2033
pair_7403e3c1,cn_k12,h,0,ht,t ≤ 1,2034,2035
pair_7403e3c1,cn_k12,h,1,hf',Antitone (fun (t : ℝ) => -t ^ 3 - 2 * t),2036,2037
pair_7403e3c1,cn_k12,a,0,h1,"∀ x, f x = - (Real.sin x) ^ 3 - 2 * Real.sin x",2038,2039
pair_7403e3c1,cn_k12,a,1,hsin,Real.sin (Real.pi / 2) = 1,2040,2041
pair_7403e3c1,cn_k12,a,2,h2,- (Real.sin x) ^ 3 - 2 * Real.sin x ≥ -3,2042,2043
pair_74d1dc10,math_train,h,0,hb,n < 50,2044,2045
pair_74d1dc10,math_train,h,1,h3,n ≡ 40 * n [MOD 13],2046,2047
pair_74d1dc10,math_train,h,2,h,n ≡ 8 [MOD 13],2048,2049
pair_74d1dc10,math_train,a,0,h1,k ≥ 941,2050,2051
pair_74d1dc10,math_train,a,1,h2,k < 1000,2052,2053
pair_7a0b5cdc,cn_contest,h,0,h4,a = -1 / 15,2054,2055
pair_7a0b5cdc,cn_contest,h,1,h5,b = 16 / 15,2056,2057
pair_7a0b5cdc,cn_contest,h,2,h6,c = -13 / 5,2058,2059
pair_7a0b5cdc,cn_contest,a,0,eq1,a * 13 ^ 2 + b * 13 + c = 0,2060,2061
pair_7a0b5cdc,cn_contest,a,1,eq2,a * 3 ^ 2 + b * 3 + c = 0,2062,2063
pair_7a0b5cdc,cn_contest,a,2,eq3,a * 10 ^ 2 + b * 10 + c = 1.4,2064,2065
pair_7a0b5cdc,cn_contest,a,3,ha',a = -1 / 15,2066,2067
pair_7a0b5cdc,cn_contest,a,4,hb,b = 16 / 15,2068,2069
pair_7a0b5cdc,cn_contest,a,5,hc,c = -13 / 5,2070,2071
pair_7b0b98d6,cn_k12,h,0,x_neq_zero,x ≠ 0,2072,2073
pair_7b0b98d6,cn_k12,h,1,zero,(x ^ 2 + y ^ 2) * (x ^ 2 - y ^ 2 + 1) = 0,2074,2075
pair_7b0b98d6,cn_k12,a,0,h1,x^4 = 3 - x^2,2076,2077
pair_7b0b98d6,cn_k12,a,1,h2,y^4 = 3 + y^2,2078,2079
pair_7b0b98d6,cn_k12,a,2,h3,(x^2 + y^2) * (x^2 - y^2 + 1) = 0,2080,2081
pair_7b0b98d6,cn_k12,a,3,h41,x^2 = 0,2082,2083
pair_7b0b98d6,cn_k12,a,4,h42,y^2 = 0,2084,2085
pair_7b0b98d6,cn_k12,a,5,h6,x^2 = y^2 - 1,2086,2087
pair_7b0b98d6,cn_k12,a,6,h7,y^2 - x^2 = 1,2088,2089
pair_7d3c827c,cn_k12,h,0,formula,a*x^2 + b*x + c = 0 ↔ x = (-b + √(b^2 - 4*a*c)) / (2*a) ∨ x = (-b - √(b^2 - 4*a*c)) / (2*a),2090,2091
pair_7d3c827c,cn_k12,h,1,h,a*x^2 + b*x + c = 0 ↔ (x + b/(2*a))^2 = (b^2 - 4*a*c)/((2*a)^2),2092,2093
pair_7d3c827c,cn_k12,h,2,h3,2 * x ^ 2 + -5 * x + 2 = 2 * x ^ 2 - 5 * x + 2,2094,2095
pair_7d3c827c,cn_k12,a,0,h1,2 * x^2 - 5 * x + 2 = 0,2096,2097
pair_7d3c827c,cn_k12,a,1,h2,(x - 2) * (2 * x - 1) = 0,2098,2099
pair_7ebb150b,olympiads_ref,h,0,h1,(a + b) * (b + c) * (c + a) > 0,2100,2101
pair_7ebb150b,olympiads_ref,h,1,h2,a ^ 2 * (b - c) ^ 2 + b ^ 2 * (c - a) ^ 2 + c ^ 2 * (a - b) ^ 2 ≥ 0,2102,2103
pair_7ebb150b,olympiads_ref,h,2,h3,(a ^ 2 - b ^ 2) ^ 2 + (b ^ 2 - c ^ 2) ^ 2 + (c ^ 2 - a ^ 2) ^ 2 ≥ 0,2104,2105
pair_7ebb150b,olympiads_ref,h,3,h4,a * b * (a - b) ^ 2 + b * c * (b - c) ^ 2 + c * a * (c - a) ^ 2 ≥ 0,2106,2107
pair_7ebb150b,olympiads_ref,a,0,h1,0 < b + c,2108,2109
pair_7ebb150b,olympiads_ref,a,1,h2,0 < c + a,2110,2111
pair_7ebb150b,olympiads_ref,a,2,h3,0 < a + b,2112,2113
pair_7ebb150b,olympiads_ref,a,3,h4,2 * a ^ 2 / (b + c) + 2 * b ^ 2 / (c + a) + 2 * c ^ 2 / (a + b) - (a + b + c) ≥ 0,2114,2115
pair_7ebb150b,olympiads_ref,a,4,pos1,(b + c) * (c + a) * (a + b) > 0,2116,2117
pair_7ebb150b,olympiads_ref,a,5,h5,(2 * a ^ 2 / (b + c) + 2 * b ^ 2 / (c + a) + 2 * c ^ 2 / (a + b) - (a + b + c)) = ( (2 * a ^ 2 * (c + a) * (a + b) + 2 * b ^ 2 * (b + c) * (a + b) + 2 * c ^ 2 * (b + c) * (c + a) - (a + b + c) * (b + c) * (c + a) * (a + b) ) / ( (b + c) * (c + a) * (a + b) ) ),2118,2119
pair_7ef3ed9d,olympiads,h,0,h1,(x / 2) * (18 / x + 1) = 9 + x / 2,2120,2121
pair_7ef3ed9d,olympiads,h,1,h2,(2 * x - 3) ^ 2 = 4 * x ^ 2 - 12 * x + 9,2122,2123
pair_7ef3ed9d,olympiads,h,2,h3,4 * x ^ 2 - 25 / 2 * x = 0,2124,2125
pair_7ef3ed9d,olympiads,h,3,h4,x * (8 * x - 25) = 0,2126,2127
pair_7ef3ed9d,olympiads,h,4,hx2,x = 25 / 8,2128,2129
pair_7ef3ed9d,olympiads,a,0,eq1,(2 * x - 3) ^ 2 = 9 + x / 2,2130,2131
pair_7ef3ed9d,olympiads,a,1,h1,(x / 2) * (18 / x + 1) = 9 + x / 2,2132,2133
pair_7ef3ed9d,olympiads,a,2,h2,(2 * x - 3) ^ 2 = 4 * x ^ 2 - 12 * x + 9,2134,2135
pair_7ef3ed9d,olympiads,a,3,h3,4 * x ^ 2 - 12 * x = x / 2,2136,2137
pair_7ef3ed9d,olympiads,a,4,h4,8 * x ^ 2 - 25 * x = 0,2138,2139
pair_7ef3ed9d,olympiads,a,5,h5,x * (8 * x - 25) = 0,2140,2141
pair_7ef3ed9d,olympiads,a,6,hx2,x = 25 / 8,2142,2143
pair_7f6de6ca,number_theory,h,0,hanpos,0 < a^n,2144,2145
pair_7f6de6ca,number_theory,h,1,hbnpos,0 < b^n,2146,2147
pair_7f6de6ca,number_theory,a,0,h2,a ^ n ∣ b ^ n,2148,2149
pair_7f6de6ca,number_theory,a,1,h3,a ∣ b,2150,2151
pair_7fda4fb2,olympiads,h,0,sin_arccos,sin (arccos x) = √(1 - x ^ 2),2152,2153
pair_7fda4fb2,olympiads,h,1,cos_arcsin,cos (arcsin x) = √(1 - x ^ 2),2154,2155
pair_7fda4fb2,olympiads,a,0,h1,cos (arcsin x) = Real.sqrt (1 - x ^ 2),2156,2157
pair_7fda4fb2,olympiads,a,1,h2,sin (arccos x) = Real.sqrt (1 - x ^ 2),2158,2159
